species,matric_pot,hyphal_rate,type
a.gal4.s,-4.93,0.117262303,smoothed
a.gal4.s,-4.94,0.116919507,smoothed
a.gal4.s,-4.95,0.116576959,smoothed
a.gal4.s,-4.96,0.116234664,smoothed
a.gal4.s,-4.97,0.115892624,smoothed
a.gal4.s,-4.98,0.115550844,smoothed
a.gal4.s,-4.99,0.115209328,smoothed
a.gal4.s,-5,0.114868078,smoothed
a.gal4.s,-1,0.254901961,measured
a.gal4.s,-1.5,0.18627451,measured
a.gal4.s,-2.5,0.219607843,measured
a.gal4.s,-3.5,0.117647059,measured
a.gal4.s,-4.5,0.162745098,measured
a.gal4.s,0,0,measured
a.gal4.s,-0.5,0.154901961,measured
a.gal5.s,0,8.18E-05,smoothed
a.gal5.s,-0.01,1.07E-04,smoothed
a.gal5.s,-0.02,1.39E-04,smoothed
a.gal5.s,-0.03,1.80E-04,smoothed
a.gal5.s,-0.04,2.33E-04,smoothed
a.gal5.s,-0.05,2.99E-04,smoothed
a.gal5.s,-0.06,3.82E-04,smoothed
a.gal5.s,-0.07,4.86E-04,smoothed
a.gal5.s,-0.08,6.15E-04,smoothed
a.gal5.s,-0.09,7.76E-04,smoothed
a.gal5.s,-0.1,9.74E-04,smoothed
a.gal5.s,-0.11,0.001216558,smoothed
a.gal5.s,-0.12,0.001512985,smoothed
a.gal5.s,-0.13,0.001873166,smoothed
a.gal5.s,-0.14,0.002308676,smoothed
a.gal5.s,-0.15,0.002832699,smoothed
a.gal5.s,-0.16,0.003460148,smoothed
a.gal5.s,-0.17,0.004207769,smoothed
a.gal5.s,-0.18,0.005094228,smoothed
a.gal5.s,-0.19,0.00614018,smoothed
a.gal5.s,-0.2,0.007368296,smoothed
a.gal5.s,-0.21,0.008803263,smoothed
a.gal5.s,-0.22,0.010471736,smoothed
a.gal5.s,-0.23,0.012402242,smoothed
a.gal5.s,-0.24,0.014625028,smoothed
a.gal5.s,-0.25,0.017171854,smoothed
a.gal5.s,-0.26,0.020075709,smoothed
a.gal5.s,-0.27,0.023370479,smoothed
a.gal5.s,-0.28,0.027090537,smoothed
a.gal5.s,-0.29,0.031270268,smoothed
a.gal5.s,-0.3,0.035943541,smoothed
a.gal5.s,-0.31,0.041143116,smoothed
a.gal5.s,-0.32,0.046900012,smoothed
a.gal5.s,-0.33,0.053242833,smoothed
a.gal5.s,-0.34,0.060197077,smoothed
a.gal5.s,-0.35,0.067784436,smoothed
a.gal5.s,-0.36,0.076022103,smoothed
a.gal5.s,-0.37,0.084922113,smoothed
a.gal5.s,-0.38,0.09449073,smoothed
a.gal5.s,-0.39,0.104727898,smoothed
a.gal5.s,-0.4,0.115626784,smoothed
a.gal5.s,-0.41,0.127173423,smoothed
a.gal5.s,-0.42,0.139346483,smoothed
a.gal5.s,-0.43,0.152117164,smoothed
a.gal5.s,-0.44,0.165449242,smoothed
a.gal5.s,-0.45,0.179299262,smoothed
a.gal5.s,-0.46,0.193616884,smoothed
a.gal5.s,-0.47,0.208345378,smoothed
a.gal5.s,-0.48,0.223422266,smoothed
a.gal5.s,-0.49,0.238780091,smoothed
a.gal5.s,-0.5,0.254347307,smoothed
a.gal5.s,-0.51,0.270049263,smoothed
a.gal5.s,-0.52,0.285809262,smoothed
a.gal5.s,-0.53,0.301549674,smoothed
a.gal5.s,-0.54,0.317193065,smoothed
a.gal5.s,-0.55,0.332663324,smoothed
a.gal5.s,-0.56,0.347886761,smoothed
a.gal5.s,-0.57,0.36279314,smoothed
a.gal5.s,-0.58,0.377316638,smoothed
a.gal5.s,-0.59,0.39139669,smoothed
a.gal5.s,-0.6,0.404978719,smoothed
a.gal5.s,-0.61,0.418014725,smoothed
a.gal5.s,-0.62,0.430463732,smoothed
a.gal5.s,-0.63,0.44229208,smoothed
a.gal5.s,-0.64,0.453473566,smoothed
a.gal5.s,-0.65,0.463989435,smoothed
a.gal5.s,-0.66,0.473828235,smoothed
a.gal5.s,-0.67,0.482985535,smoothed
a.gal5.s,-0.68,0.491463537,smoothed
a.gal5.s,-0.69,0.49927058,smoothed
a.gal5.s,-0.7,0.50642057,smoothed
a.gal5.s,-0.71,0.512932349,smoothed
a.gal5.s,-0.72,0.518829019,smoothed
a.gal5.s,-0.73,0.52413725,smoothed
a.gal5.s,-0.74,0.528886575,smoothed
a.gal5.s,-0.75,0.533108707,smoothed
a.gal5.s,-0.76,0.536836878,smoothed
a.gal5.s,-0.77,0.540105218,smoothed
a.gal5.s,-0.78,0.542948185,smoothed
a.gal5.s,-0.79,0.545400054,smoothed
a.gal5.s,-0.8,0.547494463,smoothed
a.gal5.s,-0.81,0.549264034,smoothed
a.gal5.s,-0.82,0.550740053,smoothed
a.gal5.s,-0.83,0.551952214,smoothed
a.gal5.s,-0.84,0.552928436,smoothed
a.gal5.s,-0.85,0.553694726,smoothed
a.gal5.s,-0.86,0.5542751,smoothed
a.gal5.s,-0.87,0.554691557,smoothed
a.gal5.s,-0.88,0.554964084,smoothed
a.gal5.s,-0.89,0.555110703,smoothed
a.gal5.s,-0.9,0.555147542,smoothed
a.gal5.s,-0.91,0.555088931,smoothed
a.gal5.s,-0.92,0.554947514,smoothed
a.gal5.s,-0.93,0.55473437,smoothed
a.gal5.s,-0.94,0.554459142,smoothed
a.gal5.s,-0.95,0.554130167,smoothed
a.gal5.s,-0.96,0.553754611,smoothed
a.gal5.s,-0.97,0.553338589,smoothed
a.gal5.s,-0.98,0.552887293,smoothed
a.gal5.s,-0.99,0.552405101,smoothed
a.gal5.s,-1,0.551895686,smoothed
a.gal5.s,-1.01,0.551362108,smoothed
a.gal5.s,-1.02,0.550806908,smoothed
a.gal5.s,-1.03,0.55023218,smoothed
a.gal5.s,-1.04,0.549639645,smoothed
a.gal5.s,-1.05,0.549030706,smoothed
a.gal5.s,-1.06,0.548406508,smoothed
a.gal5.s,-1.07,0.547767977,smoothed
a.gal5.s,-1.08,0.547115861,smoothed
a.gal5.s,-1.09,0.546450764,smoothed
a.gal5.s,-1.1,0.545773173,smoothed
a.gal5.s,-1.11,0.545083477,smoothed
a.gal5.s,-1.12,0.544381993,smoothed
a.gal5.s,-1.13,0.543668976,smoothed
a.gal5.s,-1.14,0.542944635,smoothed
a.gal5.s,-1.15,0.542209139,smoothed
a.gal5.s,-1.16,0.541462631,smoothed
a.gal5.s,-1.17,0.540705231,smoothed
a.gal5.s,-1.18,0.539937041,smoothed
a.gal5.s,-1.19,0.53915815,smoothed
a.gal5.s,-1.2,0.538368637,smoothed
a.gal5.s,-1.21,0.537568577,smoothed
a.gal5.s,-1.22,0.536758035,smoothed
a.gal5.s,-1.23,0.535937074,smoothed
a.gal5.s,-1.24,0.535105756,smoothed
a.gal5.s,-1.25,0.534264139,smoothed
a.gal5.s,-1.26,0.533412279,smoothed
a.gal5.s,-1.27,0.532550235,smoothed
a.gal5.s,-1.28,0.531678061,smoothed
a.gal5.s,-1.29,0.530795815,smoothed
a.gal5.s,-1.3,0.529903552,smoothed
a.gal5.s,-1.31,0.529001328,smoothed
a.gal5.s,-1.32,0.528089201,smoothed
a.gal5.s,-1.33,0.527167226,smoothed
a.gal5.s,-1.34,0.526235462,smoothed
a.gal5.s,-1.35,0.525293967,smoothed
a.gal5.s,-1.36,0.524342798,smoothed
a.gal5.s,-1.37,0.523382014,smoothed
a.gal5.s,-1.38,0.522411676,smoothed
a.gal5.s,-1.39,0.521431841,smoothed
a.gal5.s,-1.4,0.520442572,smoothed
a.gal5.s,-1.41,0.519443927,smoothed
a.gal5.s,-1.42,0.51843597,smoothed
a.gal5.s,-1.43,0.517418761,smoothed
a.gal5.s,-1.44,0.516392362,smoothed
a.gal5.s,-1.45,0.515356836,smoothed
a.gal5.s,-1.46,0.514312247,smoothed
a.gal5.s,-1.47,0.513258658,smoothed
a.gal5.s,-1.48,0.512196132,smoothed
a.gal5.s,-1.49,0.511124735,smoothed
a.gal5.s,-1.5,0.510044532,smoothed
a.gal5.s,-1.51,0.508955587,smoothed
a.gal5.s,-1.52,0.507857966,smoothed
a.gal5.s,-1.53,0.506751736,smoothed
a.gal5.s,-1.54,0.505636963,smoothed
a.gal5.s,-1.55,0.504513715,smoothed
a.gal5.s,-1.56,0.503382059,smoothed
a.gal5.s,-1.57,0.502242062,smoothed
a.gal5.s,-1.58,0.501093792,smoothed
a.gal5.s,-1.59,0.49993732,smoothed
a.gal5.s,-1.6,0.498772712,smoothed
a.gal5.s,-1.61,0.497600039,smoothed
a.gal5.s,-1.62,0.496419371,smoothed
a.gal5.s,-1.63,0.495230777,smoothed
a.gal5.s,-1.64,0.494034328,smoothed
a.gal5.s,-1.65,0.492830095,smoothed
a.gal5.s,-1.66,0.491618148,smoothed
a.gal5.s,-1.67,0.49039856,smoothed
a.gal5.s,-1.68,0.489171401,smoothed
a.gal5.s,-1.69,0.487936744,smoothed
a.gal5.s,-1.7,0.486694662,smoothed
a.gal5.s,-1.71,0.485445226,smoothed
a.gal5.s,-1.72,0.48418851,smoothed
a.gal5.s,-1.73,0.482924587,smoothed
a.gal5.s,-1.74,0.48165353,smoothed
a.gal5.s,-1.75,0.480375414,smoothed
a.gal5.s,-1.76,0.479090312,smoothed
a.gal5.s,-1.77,0.477798299,smoothed
a.gal5.s,-1.78,0.476499449,smoothed
a.gal5.s,-1.79,0.475193836,smoothed
a.gal5.s,-1.8,0.473881537,smoothed
a.gal5.s,-1.81,0.472562625,smoothed
a.gal5.s,-1.82,0.471237178,smoothed
a.gal5.s,-1.83,0.469905269,smoothed
a.gal5.s,-1.84,0.468566976,smoothed
a.gal5.s,-1.85,0.467222374,smoothed
a.gal5.s,-1.86,0.465871539,smoothed
a.gal5.s,-1.87,0.464514548,smoothed
a.gal5.s,-1.88,0.463151478,smoothed
a.gal5.s,-1.89,0.461782405,smoothed
a.gal5.s,-1.9,0.460407407,smoothed
a.gal5.s,-1.91,0.45902656,smoothed
a.gal5.s,-1.92,0.457639941,smoothed
a.gal5.s,-1.93,0.456247629,smoothed
a.gal5.s,-1.94,0.454849701,smoothed
a.gal5.s,-1.95,0.453446234,smoothed
a.gal5.s,-1.96,0.452037306,smoothed
a.gal5.s,-1.97,0.450622995,smoothed
a.gal5.s,-1.98,0.449203379,smoothed
a.gal5.s,-1.99,0.447778536,smoothed
a.gal5.s,-2,0.446348545,smoothed
a.gal5.s,-2.01,0.444913483,smoothed
a.gal5.s,-2.02,0.44347343,smoothed
a.gal5.s,-2.03,0.442028462,smoothed
a.gal5.s,-2.04,0.44057866,smoothed
a.gal5.s,-2.05,0.439124102,smoothed
a.gal5.s,-2.06,0.437664865,smoothed
a.gal5.s,-2.07,0.43620103,smoothed
a.gal5.s,-2.08,0.434732674,smoothed
a.gal5.s,-2.09,0.433259876,smoothed
a.gal5.s,-2.1,0.431782715,smoothed
a.gal5.s,-2.11,0.43030127,smoothed
a.gal5.s,-2.12,0.428815619,smoothed
a.gal5.s,-2.13,0.427325842,smoothed
a.gal5.s,-2.14,0.425832016,smoothed
a.gal5.s,-2.15,0.424334222,smoothed
a.gal5.s,-2.16,0.422832536,smoothed
a.gal5.s,-2.17,0.421327039,smoothed
a.gal5.s,-2.18,0.419817809,smoothed
a.gal5.s,-2.19,0.418304925,smoothed
a.gal5.s,-2.2,0.416788464,smoothed
a.gal5.s,-2.21,0.415268507,smoothed
a.gal5.s,-2.22,0.41374513,smoothed
a.gal5.s,-2.23,0.412218413,smoothed
a.gal5.s,-2.24,0.410688433,smoothed
a.gal5.s,-2.25,0.40915527,smoothed
a.gal5.s,-2.26,0.407619001,smoothed
a.gal5.s,-2.27,0.406079705,smoothed
a.gal5.s,-2.28,0.404537459,smoothed
a.gal5.s,-2.29,0.402992341,smoothed
a.gal5.s,-2.3,0.40144443,smoothed
a.gal5.s,-2.31,0.399893802,smoothed
a.gal5.s,-2.32,0.398340535,smoothed
a.gal5.s,-2.33,0.396784707,smoothed
a.gal5.s,-2.34,0.395226395,smoothed
a.gal5.s,-2.35,0.393665675,smoothed
a.gal5.s,-2.36,0.392102626,smoothed
a.gal5.s,-2.37,0.390537324,smoothed
a.gal5.s,-2.38,0.388969845,smoothed
a.gal5.s,-2.39,0.387400267,smoothed
a.gal5.s,-2.4,0.385828665,smoothed
a.gal5.s,-2.41,0.384255115,smoothed
a.gal5.s,-2.42,0.382679693,smoothed
a.gal5.s,-2.43,0.381102476,smoothed
a.gal5.s,-2.44,0.379523539,smoothed
a.gal5.s,-2.45,0.377942957,smoothed
a.gal5.s,-2.46,0.376360806,smoothed
a.gal5.s,-2.47,0.37477716,smoothed
a.gal5.s,-2.48,0.373192094,smoothed
a.gal5.s,-2.49,0.371605682,smoothed
a.gal5.s,-2.5,0.370018,smoothed
a.gal5.s,-2.51,0.368429121,smoothed
a.gal5.s,-2.52,0.366839118,smoothed
a.gal5.s,-2.53,0.365248066,smoothed
a.gal5.s,-2.54,0.363656038,smoothed
a.gal5.s,-2.55,0.362063106,smoothed
a.gal5.s,-2.56,0.360469344,smoothed
a.gal5.s,-2.57,0.358874824,smoothed
a.gal5.s,-2.58,0.357279619,smoothed
a.gal5.s,-2.59,0.3556838,smoothed
a.gal5.s,-2.6,0.354087439,smoothed
a.gal5.s,-2.61,0.352490608,smoothed
a.gal5.s,-2.62,0.350893378,smoothed
a.gal5.s,-2.63,0.349295819,smoothed
a.gal5.s,-2.64,0.347698002,smoothed
a.gal5.s,-2.65,0.346099998,smoothed
a.gal5.s,-2.66,0.344501876,smoothed
a.gal5.s,-2.67,0.342903706,smoothed
a.gal5.s,-2.68,0.341305557,smoothed
a.gal5.s,-2.69,0.339707498,smoothed
a.gal5.s,-2.7,0.338109598,smoothed
a.gal5.s,-2.71,0.336511925,smoothed
a.gal5.s,-2.72,0.334914547,smoothed
a.gal5.s,-2.73,0.333317532,smoothed
a.gal5.s,-2.74,0.331720947,smoothed
a.gal5.s,-2.75,0.330124859,smoothed
a.gal5.s,-2.76,0.328529334,smoothed
a.gal5.s,-2.77,0.326934439,smoothed
a.gal5.s,-2.78,0.32534024,smoothed
a.gal5.s,-2.79,0.323746802,smoothed
a.gal5.s,-2.8,0.32215419,smoothed
a.gal5.s,-2.81,0.32056247,smoothed
a.gal5.s,-2.82,0.318971704,smoothed
a.gal5.s,-2.83,0.317381958,smoothed
a.gal5.s,-2.84,0.315793296,smoothed
a.gal5.s,-2.85,0.314205779,smoothed
a.gal5.s,-2.86,0.312619471,smoothed
a.gal5.s,-2.87,0.311034435,smoothed
a.gal5.s,-2.88,0.309450733,smoothed
a.gal5.s,-2.89,0.307868425,smoothed
a.gal5.s,-2.9,0.306287575,smoothed
a.gal5.s,-2.91,0.304708241,smoothed
a.gal5.s,-2.92,0.303130485,smoothed
a.gal5.s,-2.93,0.301554367,smoothed
a.gal5.s,-2.94,0.299979946,smoothed
a.gal5.s,-2.95,0.298407282,smoothed
a.gal5.s,-2.96,0.296836432,smoothed
a.gal5.s,-2.97,0.295267456,smoothed
a.gal5.s,-2.98,0.293700412,smoothed
a.gal5.s,-2.99,0.292135356,smoothed
a.gal5.s,-3,0.290572347,smoothed
a.gal5.s,-3.01,0.289011439,smoothed
a.gal5.s,-3.02,0.287452691,smoothed
a.gal5.s,-3.03,0.285896156,smoothed
a.gal5.s,-3.04,0.284341891,smoothed
a.gal5.s,-3.05,0.282789951,smoothed
a.gal5.s,-3.06,0.281240389,smoothed
a.gal5.s,-3.07,0.27969326,smoothed
a.gal5.s,-3.08,0.278148616,smoothed
a.gal5.s,-3.09,0.276606512,smoothed
a.gal5.s,-3.1,0.275067,smoothed
a.gal5.s,-3.11,0.273530131,smoothed
a.gal5.s,-3.12,0.271995958,smoothed
a.gal5.s,-3.13,0.270464531,smoothed
a.gal5.s,-3.14,0.268935901,smoothed
a.gal5.s,-3.15,0.267410118,smoothed
a.gal5.s,-3.16,0.265887233,smoothed
a.gal5.s,-3.17,0.264367294,smoothed
a.gal5.s,-3.18,0.26285035,smoothed
a.gal5.s,-3.19,0.26133645,smoothed
a.gal5.s,-3.2,0.259825642,smoothed
a.gal5.s,-3.21,0.258317972,smoothed
a.gal5.s,-3.22,0.256813488,smoothed
a.gal5.s,-3.23,0.255312236,smoothed
a.gal5.s,-3.24,0.253814262,smoothed
a.gal5.s,-3.25,0.252319612,smoothed
a.gal5.s,-3.26,0.25082833,smoothed
a.gal5.s,-3.27,0.249340462,smoothed
a.gal5.s,-3.28,0.24785605,smoothed
a.gal5.s,-3.29,0.24637514,smoothed
a.gal5.s,-3.3,0.244897772,smoothed
a.gal5.s,-3.31,0.243423991,smoothed
a.gal5.s,-3.32,0.241953839,smoothed
a.gal5.s,-3.33,0.240487356,smoothed
a.gal5.s,-3.34,0.239024584,smoothed
a.gal5.s,-3.35,0.237565564,smoothed
a.gal5.s,-3.36,0.236110335,smoothed
a.gal5.s,-3.37,0.234658938,smoothed
a.gal5.s,-3.38,0.233211411,smoothed
a.gal5.s,-3.39,0.231767794,smoothed
a.gal5.s,-3.4,0.230328123,smoothed
a.gal5.s,-3.41,0.228892438,smoothed
a.gal5.s,-3.42,0.227460774,smoothed
a.gal5.s,-3.43,0.226033169,smoothed
a.gal5.s,-3.44,0.224609659,smoothed
a.gal5.s,-3.45,0.22319028,smoothed
a.gal5.s,-3.46,0.221775066,smoothed
a.gal5.s,-3.47,0.220364053,smoothed
a.gal5.s,-3.48,0.218957274,smoothed
a.gal5.s,-3.49,0.217554764,smoothed
a.gal5.s,-3.5,0.216156555,smoothed
a.gal5.s,-3.51,0.214762681,smoothed
a.gal5.s,-3.52,0.213373173,smoothed
a.gal5.s,-3.53,0.211988064,smoothed
a.gal5.s,-3.54,0.210607384,smoothed
a.gal5.s,-3.55,0.209231165,smoothed
a.gal5.s,-3.56,0.207859436,smoothed
a.gal5.s,-3.57,0.206492227,smoothed
a.gal5.s,-3.58,0.205129568,smoothed
a.gal5.s,-3.59,0.203771488,smoothed
a.gal5.s,-3.6,0.202418015,smoothed
a.gal5.s,-3.61,0.201069176,smoothed
a.gal5.s,-3.62,0.199724999,smoothed
a.gal5.s,-3.63,0.198385511,smoothed
a.gal5.s,-3.64,0.197050739,smoothed
a.gal5.s,-3.65,0.195720707,smoothed
a.gal5.s,-3.66,0.194395443,smoothed
a.gal5.s,-3.67,0.193074969,smoothed
a.gal5.s,-3.68,0.191759312,smoothed
a.gal5.s,-3.69,0.190448495,smoothed
a.gal5.s,-3.7,0.189142541,smoothed
a.gal5.s,-3.71,0.187841474,smoothed
a.gal5.s,-3.72,0.186545316,smoothed
a.gal5.s,-3.73,0.185254089,smoothed
a.gal5.s,-3.74,0.183967814,smoothed
a.gal5.s,-3.75,0.182686514,smoothed
a.gal5.s,-3.76,0.181410208,smoothed
a.gal5.s,-3.77,0.180138917,smoothed
a.gal5.s,-3.78,0.178872661,smoothed
a.gal5.s,-3.79,0.177611458,smoothed
a.gal5.s,-3.8,0.176355328,smoothed
a.gal5.s,-3.81,0.175104289,smoothed
a.gal5.s,-3.82,0.173858359,smoothed
a.gal5.s,-3.83,0.172617555,smoothed
a.gal5.s,-3.84,0.171381894,smoothed
a.gal5.s,-3.85,0.170151393,smoothed
a.gal5.s,-3.86,0.168926068,smoothed
a.gal5.s,-3.87,0.167705934,smoothed
a.gal5.s,-3.88,0.166491007,smoothed
a.gal5.s,-3.89,0.165281301,smoothed
a.gal5.s,-3.9,0.164076831,smoothed
a.gal5.s,-3.91,0.16287761,smoothed
a.gal5.s,-3.92,0.161683653,smoothed
a.gal5.s,-3.93,0.16049497,smoothed
a.gal5.s,-3.94,0.159311577,smoothed
a.gal5.s,-3.95,0.158133483,smoothed
a.gal5.s,-3.96,0.156960702,smoothed
a.gal5.s,-3.97,0.155793244,smoothed
a.gal5.s,-3.98,0.15463112,smoothed
a.gal5.s,-3.99,0.15347434,smoothed
a.gal5.s,-4,0.152322915,smoothed
a.gal5.s,-4.01,0.151176854,smoothed
a.gal5.s,-4.02,0.150036165,smoothed
a.gal5.s,-4.03,0.148900859,smoothed
a.gal5.s,-4.04,0.147770942,smoothed
a.gal5.s,-4.05,0.146646423,smoothed
a.gal5.s,-4.06,0.145527309,smoothed
a.gal5.s,-4.07,0.144413608,smoothed
a.gal5.s,-4.08,0.143305325,smoothed
a.gal5.s,-4.09,0.142202468,smoothed
a.gal5.s,-4.1,0.141105042,smoothed
a.gal5.s,-4.11,0.140013052,smoothed
a.gal5.s,-4.12,0.138926504,smoothed
a.gal5.s,-4.13,0.137845402,smoothed
a.gal5.s,-4.14,0.136769751,smoothed
a.gal5.s,-4.15,0.135699553,smoothed
a.gal5.s,-4.16,0.134634814,smoothed
a.gal5.s,-4.17,0.133575536,smoothed
a.gal5.s,-4.18,0.132521721,smoothed
a.gal5.s,-4.19,0.131473372,smoothed
a.gal5.s,-4.2,0.130430492,smoothed
a.gal5.s,-4.21,0.129393081,smoothed
a.gal5.s,-4.22,0.128361141,smoothed
a.gal5.s,-4.23,0.127334672,smoothed
a.gal5.s,-4.24,0.126313677,smoothed
a.gal5.s,-4.25,0.125298153,smoothed
a.gal5.s,-4.26,0.124288103,smoothed
a.gal5.s,-4.27,0.123283523,smoothed
a.gal5.s,-4.28,0.122284415,smoothed
a.gal5.s,-4.29,0.121290777,smoothed
a.gal5.s,-4.3,0.120302607,smoothed
a.gal5.s,-4.31,0.119319903,smoothed
a.gal5.s,-4.32,0.118342662,smoothed
a.gal5.s,-4.33,0.117370884,smoothed
a.gal5.s,-4.34,0.116404563,smoothed
a.gal5.s,-4.35,0.115443698,smoothed
a.gal5.s,-4.36,0.114488285,smoothed
a.gal5.s,-4.37,0.113538319,smoothed
a.gal5.s,-4.38,0.112593797,smoothed
a.gal5.s,-4.39,0.111654713,smoothed
a.gal5.s,-4.4,0.110721064,smoothed
a.gal5.s,-4.41,0.109792844,smoothed
a.gal5.s,-4.42,0.108870047,smoothed
a.gal5.s,-4.43,0.107952668,smoothed
a.gal5.s,-4.44,0.107040701,smoothed
a.gal5.s,-4.45,0.106134139,smoothed
a.gal5.s,-4.46,0.105232975,smoothed
a.gal5.s,-4.47,0.104337203,smoothed
a.gal5.s,-4.48,0.103446815,smoothed
a.gal5.s,-4.49,0.102561804,smoothed
a.gal5.s,-4.5,0.101682163,smoothed
a.gal5.s,-4.51,0.100807882,smoothed
a.gal5.s,-4.52,0.099938953,smoothed
a.gal5.s,-4.53,0.099075368,smoothed
a.gal5.s,-4.54,0.098217119,smoothed
a.gal5.s,-4.55,0.097364195,smoothed
a.gal5.s,-4.56,0.096516587,smoothed
a.gal5.s,-4.57,0.095674286,smoothed
a.gal5.s,-4.58,0.094837281,smoothed
a.gal5.s,-4.59,0.094005563,smoothed
a.gal5.s,-4.6,0.09317912,smoothed
a.gal5.s,-4.61,0.092357943,smoothed
a.gal5.s,-4.62,0.091542019,smoothed
a.gal5.s,-4.63,0.090731339,smoothed
a.gal5.s,-4.64,0.08992589,smoothed
a.gal5.s,-4.65,0.08912566,smoothed
a.gal5.s,-4.66,0.088330639,smoothed
a.gal5.s,-4.67,0.087540813,smoothed
a.gal5.s,-4.68,0.08675617,smoothed
a.gal5.s,-4.69,0.085976698,smoothed
a.gal5.s,-4.7,0.085202383,smoothed
a.gal5.s,-4.71,0.084433214,smoothed
a.gal5.s,-4.72,0.083669175,smoothed
a.gal5.s,-4.73,0.082910255,smoothed
a.gal5.s,-4.74,0.082156439,smoothed
a.gal5.s,-4.75,0.081407713,smoothed
a.gal5.s,-4.76,0.080664063,smoothed
a.gal5.s,-4.77,0.079925476,smoothed
a.gal5.s,-4.78,0.079191935,smoothed
a.gal5.s,-4.79,0.078463428,smoothed
a.gal5.s,-4.8,0.077739938,smoothed
a.gal5.s,-4.81,0.077021451,smoothed
a.gal5.s,-4.82,0.076307952,smoothed
a.gal5.s,-4.83,0.075599424,smoothed
a.gal5.s,-4.84,0.074895854,smoothed
a.gal5.s,-4.85,0.074197223,smoothed
a.gal5.s,-4.86,0.073503518,smoothed
a.gal5.s,-4.87,0.072814721,smoothed
a.gal5.s,-4.88,0.072130817,smoothed
a.gal5.s,-4.89,0.071451788,smoothed
a.gal5.s,-4.9,0.070777618,smoothed
a.gal5.s,-4.91,0.070108291,smoothed
a.gal5.s,-4.92,0.06944379,smoothed
a.gal5.s,-4.93,0.068784096,smoothed
a.gal5.s,-4.94,0.068129194,smoothed
a.gal5.s,-4.95,0.067479066,smoothed
a.gal5.s,-4.96,0.066833694,smoothed
a.gal5.s,-4.97,0.06619306,smoothed
a.gal5.s,-4.98,0.065557148,smoothed
a.gal5.s,-4.99,0.064925938,smoothed
a.gal5.s,-5,0.064299413,smoothed
a.gal5.s,-1,0.594117647,measured
a.gal5.s,-1.5,0.531372549,measured
a.gal5.s,-2.5,0.241176471,measured
a.gal5.s,-3.5,0.252941176,measured
a.gal5.s,-4.5,0.164705882,measured
a.gal5.s,0,0,measured
a.gal5.s,-0.5,0.250980392,measured
a.gal6.n,0,0.050515181,smoothed
a.gal6.n,-0.01,0.055248249,smoothed
a.gal6.n,-0.02,0.060265282,smoothed
a.gal6.n,-0.03,0.065565833,smoothed
a.gal6.n,-0.04,0.071147509,smoothed
a.gal6.n,-0.05,0.077005893,smoothed
a.gal6.n,-0.06,0.083134479,smoothed
a.gal6.n,-0.07,0.089524644,smoothed
a.gal6.n,-0.08,0.096165634,smoothed
a.gal6.n,-0.09,0.103044587,smoothed
a.gal6.n,-0.1,0.110146584,smoothed
a.gal6.n,-0.11,0.117454726,smoothed
a.gal6.n,-0.12,0.124950241,smoothed
a.gal6.n,-0.13,0.132612621,smoothed
a.gal6.n,-0.14,0.140419786,smoothed
a.gal6.n,-0.15,0.148348267,smoothed
a.gal6.n,-0.16,0.156373416,smoothed
a.gal6.n,-0.17,0.164469638,smoothed
a.gal6.n,-0.18,0.172610625,smoothed
a.gal6.n,-0.19,0.18076962,smoothed
a.gal6.n,-0.2,0.188919673,smoothed
a.gal6.n,-0.21,0.197033907,smoothed
a.gal6.n,-0.22,0.205085783,smoothed
a.gal6.n,-0.23,0.213049359,smoothed
a.gal6.n,-0.24,0.220899534,smoothed
a.gal6.n,-0.25,0.228612289,smoothed
a.gal6.n,-0.26,0.236164901,smoothed
a.gal6.n,-0.27,0.24353614,smoothed
a.gal6.n,-0.28,0.250706444,smoothed
a.gal6.n,-0.29,0.257658065,smoothed
a.gal6.n,-0.3,0.264375191,smoothed
a.gal6.n,-0.31,0.270844037,smoothed
a.gal6.n,-0.32,0.277052908,smoothed
a.gal6.n,-0.33,0.28299223,smoothed
a.gal6.n,-0.34,0.288654559,smoothed
a.gal6.n,-0.35,0.294034554,smoothed
a.gal6.n,-0.36,0.299128931,smoothed
a.gal6.n,-0.37,0.303936389,smoothed
a.gal6.n,-0.38,0.308457517,smoothed
a.gal6.n,-0.39,0.312694678,smoothed
a.gal6.n,-0.4,0.316651884,smoothed
a.gal6.n,-0.41,0.320334651,smoothed
a.gal6.n,-0.42,0.323749848,smoothed
a.gal6.n,-0.43,0.326905538,smoothed
a.gal6.n,-0.44,0.329810813,smoothed
a.gal6.n,-0.45,0.332475636,smoothed
a.gal6.n,-0.46,0.334910671,smoothed
a.gal6.n,-0.47,0.337127131,smoothed
a.gal6.n,-0.48,0.339136624,smoothed
a.gal6.n,-0.49,0.340951008,smoothed
a.gal6.n,-0.5,0.342582259,smoothed
a.gal6.n,-0.51,0.344042345,smoothed
a.gal6.n,-0.52,0.345343118,smoothed
a.gal6.n,-0.53,0.34649621,smoothed
a.gal6.n,-0.54,0.347512951,smoothed
a.gal6.n,-0.55,0.348404295,smoothed
a.gal6.n,-0.56,0.349180753,smoothed
a.gal6.n,-0.57,0.349852353,smoothed
a.gal6.n,-0.58,0.350428595,smoothed
a.gal6.n,-0.59,0.350918427,smoothed
a.gal6.n,-0.6,0.351330228,smoothed
